300000 1 50000
item1          31518 90103
item11626          40357 24287
item11627          4742 77488
item11628          29319 75989
item11629          29877 25730
item11630          45787 96242
item11631          34385 32294
item11632          28486 43112
item11633          28936 77164
item11634          4723 65292
item11635          48027 63576
item11636          10066 51415
item11637          40539 52213
item11638          9082 64331
item11639          25045 9398
item11640          27270 37976
item11641          25655 78098
item11642          35665 9991
item11643          1622 12814
item11644          39119 89141
item11645          30696 50474
item11646          1303 6983
item11647          37691 87844
item11648          454 9976
item11649          8359 52320
item11650          40750 45234
item11651          40364 58963
item11652          49869 37846
item11653          36369 76895
item11654          39002 21218
item11655          47293 82974
item11656          45172 39243
item11657          8483 6674
item11658          8452 57825
item11659          48948 60947
item11660          9047 16549
item11661          27587 85464
item11662          16302 82598
item11663          17043 16398
item11664          21265 36540
item11665          21923 44012
item11666          23117 5499
item11667          7857 87685
item11668          9970 10438
item11669          17867 10325
item11670          33812 61089
item11671          41611 93325
item11672          12814 61004
item11673          3997 21766
item11674          21085 92032
item11675          14116 27346
item11676          34232 40187
item11677          37052 38202
item11678          10859 17834
item11679          9693 76757
item11680          5021 20068
item11681          49770 81041
item11682          33387 98611
item11683          33418 17010
item11684          11166 43866
item11685          48613 44615
item11686          10344 24305
item11687          1453 79734
item11688          12027 33935
item11689          7625 27531
item11690          27147 81801
