150000 1 25000
item1          7672 6743
item3332          17448 21454
item3333          3320 43101
item3334          5729 36234
item3335          7505 48006
item3336          773 4168
item3337          20165 6985
item3338          8174 40514
item3339          12740 40642
item3340          4345 36572
item3341          22614 22940
item3342          1429 7833
item3343          21483 42482
item3344          12528 48564
item3345          3515 23066
item3346          2047 47676
item3347          18098 40761
item3348          7623 37641
item3349          7894 46907
item3350          331 47726
item3351          5865 34591
item3352          8673 905
item3353          23923 38632
item3354          22107 36080
item3355          16589 26573
item3356          19026 24866
item3357          1908 25504
item3358          14417 19505
item3359          8493 25689
item3360          22845 33542
item3361          11827 8027
item3362          18321 30857
item3363          15870 45212
item3364          22961 42136
item3365          18169 31195
item3366          7766 4337
item3367          1168 7086
item3368          7135 21600
item3369          7258 15141
item3370          2468 6529
item3371          14247 40101
item3372          17004 34308
item3373          18871 40500
item3374          24418 43799
item3375          2925 27695
item3376          3835 40742
item3377          17571 14140
item3378          16294 41483
item3379          17147 21234
item3380          21348 17784
item3381          6013 48482
item3382          200 36931
item3383          14755 15030
item3384          3993 45158
item3385          727 10805
item3386          12288 32746
item3387          12135 8766
item3388          13540 41013
item3389          14632 21550
item3390          12876 13454
item3391          19366 43366
item3392          11671 13421
item3393          2039 23157
item3394          8397 22205
item3395          24541 27027
item3396          5687 8026
item3397          23136 41461
item3398          766 9176
item3399          14078 25490
item3400          11416 32519
item3401          24607 26749
item3402          9489 23360
item3403          24249 10924
item3404          9304 13338
item3405          6643 20738
item3406          5315 5450
item3407          19733 15957
item3408          16709 32676
item3409          7012 3596
item3410          8983 29046
item3411          6522 30125
item3412          21177 16206
item3413          13201 4684
item3414          18886 1747
item3415          18500 46530
item3416          12430 45934
item3417          8194 26213
item3418          478 5682
item3419          13067 27519
item3420          22035 13714
item3421          6630 34320
item3422          795 20969
item3423          5567 23674
item3424          7702 13385
item3425          19757 3664
item3426          13892 45413
item3427          19619 21442
item3428          11957 27346
item3429          22974 5118
item3430          1641 32038
item3431          6822 32661
item3432          9138 12380
item3433          10886 49344
item3434          18964 3589
item3435          18239 29442
item3436          101 1416
item3437          19075 42151
item3438          3394 16484
item3439          23656 49048
item3440          22348 1484
item3441          8955 28737
item3442          11725 14660
item3443          14983 37990
item3444          15164 9331
item3445          15898 40859
item3446          4525 37479
item3447          58 26987
item3448          20730 49763
item3449          11286 30369
item3450          11562 32618
item3451          16854 25409
item3452          10720 35762
item3453          7240 23321
item3454          3300 13119
item3455          22343 2854
item3456          16816 10340
item3457          4654 23068
item3458          10640 5557
item3459          12472 19330
item3460          3471 39768
