45000 1 10000
item1          4736 4397
item4012          3401 14107
item4013          6744 1077
item4014          397 9424
item4015          3050 13110
item4016          4650 10995
item4017          1802 6849
item4018          7070 3613
item4019          6297 3142
item4020          342 14627
item4021          3286 3383
item4022          6588 10154
item4023          4933 317
item4024          5968 428
item4025          4230 3668
item4026          4980 8557
item4027          3846 7149
item4028          4343 13961
item4029          1038 6196
item4030          6914 6968
item4031          4947 8519
item4032          3210 7780
item4033          4091 13519
item4034          5900 4986
item4035          419 14529
item4036          6174 3087
item4037          2670 969
item4038          2046 1810
item4039          5466 12966
item4040          1234 11857
item4041          495 13517
item4042          7269 9331
item4043          2814 10551
item4044          1001 13361
item4045          6275 5439
item4046          76 864
item4047          4551 3874
item4048          5904 9523
item4049          6160 5685
item4050          6584 4248
item4051          1922 4998
item4052          7258 13325
item4053          789 13470
item4054          3629 11409
item4055          4426 9739
item4056          7068 3034
item4057          2883 9961
item4058          1197 2357
item4059          3433 2805
item4060          3041 3369
item4061          2921 3930
item4062          1840 6545
item4063          1948 1861
item4064          277 2536
item4065          4121 10263
item4066          7065 1902
item4067          3594 11464
item4068          5520 2592
item4069          5187 7889
item4070          882 6184
item4071          3627 12541
item4072          6617 12147
item4073          3495 14956
item4074          1638 5488
item4075          2264 4101
item4076          4139 5802
item4077          2346 12709
item4078          2071 1273
item4079          5504 5462
item4080          5044 14679
item4081          4732 14409
item4082          471 13785
item4083          1773 2454
item4084          3145 11125
item4085          997 2426
item4086          6122 4924
item4087          984 13655
item4088          6679 523
item4089          1951 6801
item4090          637 11434
item4091          1164 12902
item4092          1950 13634
item4093          6910 13801
item4094          4907 5351
item4095          1791 6850
item4096          5442 4164
item4097          3551 9154
item4098          691 3675
item4099          2093 10495
item4100          879 11631
item4101          2549 7122
item4102          4569 2667
item4103          4851 11787
item4104          6944 4051
item4105          653 6365
item4106          2113 641
item4107          654 12095
item4108          6153 4432
item4109          4355 5030
item4110          1204 11118
item4111          3211 4587
item4112          131 8141
item4113          6267 12707
item4114          209 13614
item4115          4139 6037
item4116          4312 3441
item4117          6963 3250
item4118          5363 12117
item4119          6013 1348
item4120          5879 8845
item4121          3402 14243
item4122          6431 12178
item4123          1971 11970
item4124          4259 5660
item4125          4262 3027
item4126          6886 4485
item4127          5610 5401
item4128          7281 1716
item4129          771 12327
item4130          2636 3552
item4131          7254 3958
item4132          5483 7079
item4133          6945 4890
item4134          5982 4771
item4135          2135 5255
item4136          3183 11351
item4137          7073 1393
item4138          4638 4771
item4139          566 3432
item4140          5109 4381
item4141          1208 3744
item4142          7273 3309
item4143          3293 12492
item4144          7166 14097
item4145          4709 8681
item4146          7433 12751
item4147          5252 3011
item4148          4823 868
item4149          849 13312
item4150          5213 13767
item4151          7283 981
item4152          3804 9025
item4153          4035 14395
item4154          4996 11773
item4155          654 14914
item4156          549 11586
item4157          5097 2934
item4158          2458 13775
item4159          1760 8366
item4160          1420 2394
item4161          6460 14648
item4162          4363 9627
item4163          7375 4207
item4164          5904 11093
item4165          4307 14440
item4166          7191 12398
item4167          6498 14177
item4168          1167 8643
item4169          2643 8684
item4170          6675 4395
item4171          3808 10417
item4172          7146 1334
item4173          5699 9184
item4174          6073 14564
item4175          5411 8317
item4176          6377 8909
item4177          1472 8857
item4178          253 3365
item4179          5475 12555
item4180          3166 4174
item4181          4011 3695
item4182          6185 14748
item4183          395 9242
item4184          4442 658
item4185          3470 13683
item4186          3173 1233
item4187          1141 13057
